Level,Ionization_Mode,DTXSID,Preferred_Name,MS_READY_DTXCID,MS_READY_FORMULA,MS_READY_MONOISOTOPIC_MASS,MS_READY_SMILES,mean_RT,Observed_Isomer,Isomer_Number,Isomer_Order,Spike_Conc,mean_Intensity,std_Intensity,SMILES,Molar_Conc,Intensity,Response_Factor,Log_Pred_Ionization_Eff,Log_Pred_Response_Factor,Predicted_Conc,Predicted_Conc_uM
Mid,Esi+,DTXSID4047387,SAR102779,DTXCID30197215,C31H32Cl2FN3O3,583.1804755,CC(=O)NC1(CCN(CCC2(CN(C(=O)CO2)C2=CC=CC=C2)C2=CC(Cl)=C(Cl)C=C2)CC1)C1=CC(F)=CC=C1,9.44,0,,,0.122,16918856,,CC(=O)NC1(CCN(CCC2(CN(C(=O)CO2)C2=CC=CC=C2)C2=CC(Cl)=C(Cl)C=C2)CC1)C1=CC(F)=CC=C1,,16918856,,4.467961951,14.21438545,1.03273E-07,0.103272703
Low,Esi+,DTXSID4047387,SAR102779,DTXCID30197215,C31H32Cl2FN3O3,583.1804755,CC(=O)NC1(CCN(CCC2(CN(C(=O)CO2)C2=CC=CC=C2)C2=CC(Cl)=C(Cl)C=C2)CC1)C1=CC(F)=CC=C1,9.44,0,,,0.024,3282811,,CC(=O)NC1(CCN(CCC2(CN(C(=O)CO2)C2=CC=CC=C2)C2=CC(Cl)=C(Cl)C=C2)CC1)C1=CC(F)=CC=C1,,3282811,,4.467961951,14.21438545,2.00383E-08,0.020038279
High,Esi+,DTXSID8042181,N-(3-Chloro-4-methylphenyl)acetamide,DTXCID6022181,C9H10ClNO,183.0450916,CC(=O)NC1=CC(Cl)=C(C)C=C1,5.02,0,,,0.49,5597730,,CC(=O)NC1=CC(Cl)=C(C)C=C1,,5597730,,1.93863433,13.22013901,3.37189E-07,0.337188643
Mid,Esi+,DTXSID8042181,N-(3-Chloro-4-methylphenyl)acetamide,DTXCID6022181,C9H10ClNO,183.0450916,CC(=O)NC1=CC(Cl)=C(C)C=C1,5.02,0,,,0.122,2818030,,CC(=O)NC1=CC(Cl)=C(C)C=C1,,2818030,,1.93863433,13.22013901,1.69749E-07,0.169748757
Low,Esi+,DTXSID8042181,N-(3-Chloro-4-methylphenyl)acetamide,DTXCID6022181,C9H10ClNO,183.0450916,CC(=O)NC1=CC(Cl)=C(C)C=C1,5.02,0,,,0.024,644906,,CC(=O)NC1=CC(Cl)=C(C)C=C1,,644906,,1.93863433,13.22013901,3.8847E-08,0.038846993
High,Esi+,DTXSID0044868,"N-(2,4-Dimethylphenyl)acetamide",DTXCID8024868,C10H13NO,163.099714,CC(=O)NC1=CC=C(C)C=C1C,2.63,0,,,0.49,13460391,,CC(=O)NC1=CC=C(C)C=C1C,0.00000049,13460391,2.74702E+13,2.645939087,13.49817149,4.27451E-07,0.427450849
Mid,Esi+,DTXSID0044868,"N-(2,4-Dimethylphenyl)acetamide",DTXCID8024868,C10H13NO,163.099714,CC(=O)NC1=CC=C(C)C=C1C,2.63,0,,,0.122,4565359,,CC(=O)NC1=CC=C(C)C=C1C,0.000000122,4565359,3.7421E+13,2.645939087,13.49817149,1.44978E-07,0.144978447
Low,Esi+,DTXSID0044868,"N-(2,4-Dimethylphenyl)acetamide",DTXCID8024868,C10H13NO,163.099714,CC(=O)NC1=CC=C(C)C=C1C,2.63,0,,,0.024,967909,,CC(=O)NC1=CC=C(C)C=C1C,0.000000024,967909,4.03295E+13,2.645939087,13.49817149,3.07371E-08,0.03073711
High,Esi+,DTXSID9021479,"2,7-Acetylaminofluorene",DTXCID601479,C17H16N2O2,280.1211778,CC(=O)NC1=CC=C2C(CC3=C2C=CC(NC(C)=O)=C3)=C1,2.79,0,,,0.49,8045094,,CC(=O)NC1=CC=C2C(CC3=C2C=CC(NC(C)=O)=C3)=C1,,8045094,,2.814727524,13.56452007,2.19286E-07,0.219286072
Mid,Esi+,DTXSID9021479,"2,7-Acetylaminofluorene",DTXCID601479,C17H16N2O2,280.1211778,CC(=O)NC1=CC=C2C(CC3=C2C=CC(NC(C)=O)=C3)=C1,2.79,0,,,0.122,3254362,,CC(=O)NC1=CC=C2C(CC3=C2C=CC(NC(C)=O)=C3)=C1,,3254362,,2.814727524,13.56452007,8.87045E-08,0.088704527
Low,Esi+,DTXSID9021479,"2,7-Acetylaminofluorene",DTXCID601479,C17H16N2O2,280.1211778,CC(=O)NC1=CC=C2C(CC3=C2C=CC(NC(C)=O)=C3)=C1,2.79,0,,,0.024,691407,,CC(=O)NC1=CC=C2C(CC3=C2C=CC(NC(C)=O)=C3)=C1,,691407,,2.814727524,13.56452007,1.88458E-08,0.018845762
High,Esi+,DTXSID5048184,Melengestrol acetate,DTXCID70210270,C25H32O4,396.2300595,CC(=O)OC1(C(C)=O)C(=C)CC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C,9.76,0,,,0.3185,11946399,,CC(=O)OC1(C(C)=O)C(=C)CC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C,,11946399,,2.702282324,13.5203193,3.6051E-07,0.360510333
Mid,Esi+,DTXSID5048184,Melengestrol acetate,DTXCID70210270,C25H32O4,396.2300595,CC(=O)OC1(C(C)=O)C(=C)CC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C,9.76,0,,,0.0793,4834665,,CC(=O)OC1(C(C)=O)C(=C)CC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C,,4834665,,2.702282324,13.5203193,1.45897E-07,0.145897244
Low,Esi+,DTXSID5048184,Melengestrol acetate,DTXCID70210270,C25H32O4,396.2300595,CC(=O)OC1(C(C)=O)C(=C)CC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C,9.76,0,,,0.0156,927214,,CC(=O)OC1(C(C)=O)C(=C)CC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C,,927214,,2.702282324,13.5203193,2.79808E-08,0.027980836
High,Esi+,DTXSID9040683,Megestrol acetate,DTXCID90208871,C24H32O4,384.2300595,CC(=O)OC1(CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,9.35,0,,,0.49,31686246,,CC(=O)OC1(CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,,31686246,,2.702282324,13.5203193,9.56206E-07,0.956206057
Mid,Esi+,DTXSID9040683,Megestrol acetate,DTXCID90208871,C24H32O4,384.2300595,CC(=O)OC1(CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,9.35,0,,,0.122,12335775,,CC(=O)OC1(CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,,12335775,,2.702282324,13.5203193,3.72261E-07,0.372260658
Low,Esi+,DTXSID9040683,Megestrol acetate,DTXCID90208871,C24H32O4,384.2300595,CC(=O)OC1(CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,9.35,0,,,0.024,2409759,,CC(=O)OC1(CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,,2409759,,2.702282324,13.5203193,7.27201E-08,0.072720074
High,Esi+,DTXSID8040484,Forskolin,DTXCID90209641,C22H34O7,410.2304534,CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C,8.42,0,,,0.49,1917062,,CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C,,1917062,,3.19332778,13.71334301,3.70931E-08,0.037093102
Mid,Esi+,DTXSID8040484,Forskolin,DTXCID90209641,C22H34O7,410.2304534,CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C,8.42,0,,,0.122,757109,,CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C,,757109,,3.19332778,13.71334301,1.46493E-08,0.01464925
Low,Esi+,DTXSID8040484,Forskolin,DTXCID90209641,C22H34O7,410.2304534,CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C,8.42,0,,,0.024,156914,,CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C,,156914,,3.19332778,13.71334301,3.03612E-09,0.003036118
High,Esi+,DTXSID9022607,Anastrozole,DTXCID202607,C17H19N5,293.1640456,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,3.88,0,,,0.1715,3533001,,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,,3533001,,2.666485478,13.50624802,1.10127E-07,0.110127491
Mid,Esi+,DTXSID9022607,Anastrozole,DTXCID202607,C17H19N5,293.1640456,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,3.88,0,,,0.0427,1095716,,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,,1095716,,2.666485478,13.50624802,3.41547E-08,0.034154662
Low,Esi+,DTXSID9022607,Anastrozole,DTXCID202607,C17H19N5,293.1640456,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,3.88,0,,,0.0084,206397,,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,,206397,,2.666485478,13.50624802,6.43362E-09,0.006433619
High,Esi+,DTXSID9032113,Tebuconazole,DTXCID7012113,C16H22ClN3O,307.14514,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,9.79,0,,,0.49,31266820,13739752,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,,31266820,,2.931081142,13.6102572,7.67055E-07,0.767055019
Mid,Esi+,DTXSID9032113,Tebuconazole,DTXCID7012113,C16H22ClN3O,307.14514,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,9.79,0,,,0.122,11180632,3058170,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,,11180632,,2.931081142,13.6102572,2.74289E-07,0.274289483
Low,Esi+,DTXSID9032113,Tebuconazole,DTXCID7012113,C16H22ClN3O,307.14514,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,9.79,0,,,0.024,2257077,512864,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,,2257077,,2.931081142,13.6102572,5.53719E-08,0.055371868
High,Esi+,DTXSID0032493,Triadimenol,DTXCID8012493,C14H18ClN3O2,295.1087545,CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,8.34,1,1,First,0.49,21092838,,CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,0.00000049,21092838,4.30466E+13,2.278720541,13.35382256,9.33926E-07,0.933925975
High,Esi+,DTXSID0032493,Triadimenol,DTXCID8012493,C14H18ClN3O2,295.1087545,CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,8.47,1,2,Second,0.49,2594166,,CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,0.00000049,2594166,5.29422E+12,2.278720541,13.35382256,1.14862E-07,0.11486169
Mid,Esi+,DTXSID0032493,Triadimenol,DTXCID8012493,C14H18ClN3O2,295.1087545,CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,8.34,1,1,First,0.122,6503506,,CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,0.000000122,6503506,5.33074E+13,2.278720541,13.35382256,2.87955E-07,0.287955238
Mid,Esi+,DTXSID0032493,Triadimenol,DTXCID8012493,C14H18ClN3O2,295.1087545,CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,8.47,1,2,Second,0.122,911530,,CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,0.000000122,911530,7.47156E+12,2.278720541,13.35382256,4.03597E-08,0.040359744
Low,Esi+,DTXSID0032493,Triadimenol,DTXCID8012493,C14H18ClN3O2,295.1087545,CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,8.34,1,1,First,0.024,1381951,,CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,0.000000024,1381951,5.75813E+13,2.278720541,13.35382256,6.11885E-08,0.061188539
Low,Esi+,DTXSID0032493,Triadimenol,DTXCID8012493,C14H18ClN3O2,295.1087545,CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,8.47,1,2,Second,0.024,213277,,CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,0.000000024,213277,8.88654E+12,2.278720541,13.35382256,9.44325E-09,0.009443249
High,Esi+,DTXSID9027522,Octrizole,DTXCID107522,C20H25N3O,323.1997624,CC(C)(C)CC(C)(C)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,14.95,0,,,0.49,17356004,,CC(C)(C)CC(C)(C)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,,17356004,,2.2635377,13.34785438,7.79104E-07,0.779103868
Mid,Esi+,DTXSID9027522,Octrizole,DTXCID107522,C20H25N3O,323.1997624,CC(C)(C)CC(C)(C)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,14.95,0,,,0.122,4415409,,CC(C)(C)CC(C)(C)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,,4415409,,2.2635377,13.34785438,1.98206E-07,0.198205891
Low,Esi+,DTXSID9027522,Octrizole,DTXCID107522,C20H25N3O,323.1997624,CC(C)(C)CC(C)(C)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,14.95,0,,,0.024,800871,,CC(C)(C)CC(C)(C)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,,800871,,2.2635377,13.34785438,3.59508E-08,0.035950769
High,Esi+,DTXSID4032619,Halofenozide,DTXCID2012619,C18H19ClN2O2,330.1135056,CC(C)(C)N(NC(=O)C1=CC=C(Cl)C=C1)C(=O)C1=CC=CC=C1,7.85,0,,,0.49,6029766,,CC(C)(C)N(NC(=O)C1=CC=C(Cl)C=C1)C(=O)C1=CC=CC=C1,,6029766,,3.088094019,13.67197696,1.28329E-07,0.128328613
Mid,Esi+,DTXSID4032619,Halofenozide,DTXCID2012619,C18H19ClN2O2,330.1135056,CC(C)(C)N(NC(=O)C1=CC=C(Cl)C=C1)C(=O)C1=CC=CC=C1,7.85,0,,,0.122,2580211,,CC(C)(C)N(NC(=O)C1=CC=C(Cl)C=C1)C(=O)C1=CC=CC=C1,,2580211,,3.088094019,13.67197696,5.49134E-08,0.054913391
Low,Esi+,DTXSID4032619,Halofenozide,DTXCID2012619,C18H19ClN2O2,330.1135056,CC(C)(C)N(NC(=O)C1=CC=C(Cl)C=C1)C(=O)C1=CC=CC=C1,7.85,0,,,0.024,499172,,CC(C)(C)N(NC(=O)C1=CC=C(Cl)C=C1)C(=O)C1=CC=CC=C1,,499172,,3.088094019,13.67197696,1.06236E-08,0.010623638
High,Esi+,DTXSID5032573,Pyridaben,DTXCID3012573,C19H25ClN2OS,364.1376123,CC(C)(C)N1N=CC(SCC2=CC=C(C=C2)C(C)(C)C)=C(Cl)C1=O,13.38,0,,,0.49,107590357,14357309,CC(C)(C)N1N=CC(SCC2=CC=C(C=C2)C(C)(C)C)=C(Cl)C1=O,,107590357,,2.477869313,13.43210541,3.97803E-06,3.978028982
Mid,Esi+,DTXSID5032573,Pyridaben,DTXCID3012573,C19H25ClN2OS,364.1376123,CC(C)(C)N1N=CC(SCC2=CC=C(C=C2)C(C)(C)C)=C(Cl)C1=O,13.38,0,,,0.122,33532009,1063678,CC(C)(C)N1N=CC(SCC2=CC=C(C=C2)C(C)(C)C)=C(Cl)C1=O,,33532009,,2.477869313,13.43210541,1.23981E-06,1.239807241
Low,Esi+,DTXSID5032573,Pyridaben,DTXCID3012573,C19H25ClN2OS,364.1376123,CC(C)(C)N1N=CC(SCC2=CC=C(C=C2)C(C)(C)C)=C(Cl)C1=O,13.38,0,,,0.024,6448933,558914,CC(C)(C)N1N=CC(SCC2=CC=C(C=C2)C(C)(C)C)=C(Cl)C1=O,,6448933,,2.477869313,13.43210541,2.38442E-07,0.238441837
High,Esi+,DTXSID3020625,Finasteride,DTXCID60209052,C23H36N2O2,372.2776784,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,8.4,0,,,0.49,22098624,,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,,22098624,,1.883539809,13.19848205,1.39921E-06,1.399210895
Mid,Esi+,DTXSID3020625,Finasteride,DTXCID60209052,C23H36N2O2,372.2776784,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,8.4,0,,,0.122,8953938,,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,,8953938,,1.883539809,13.19848205,5.66933E-07,0.56693338
Low,Esi+,DTXSID3020625,Finasteride,DTXCID60209052,C23H36N2O2,372.2776784,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,8.4,0,,,0.024,1649975,,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,,1649975,,1.883539809,13.19848205,1.04471E-07,0.104470894
High,Esi+,DTXSID3047504,Timolol maleate salt,DTXCID70197219,C13H24N4O3S,316.1569118,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,1.79,0,,,0.49,23805726,3428226,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,,23805726,,3.29809827,13.75452695,4.18943E-07,0.418942557
Mid,Esi+,DTXSID3047504,Timolol maleate salt,DTXCID70197219,C13H24N4O3S,316.1569118,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,1.79,0,,,0.122,6327236,674143,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,,6327236,,3.29809827,13.75452695,1.11349E-07,0.111349195
Low,Esi+,DTXSID3047504,Timolol maleate salt,DTXCID70197219,C13H24N4O3S,316.1569118,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,1.79,0,,,0.024,1045865,40036,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,,1045865,,3.29809827,13.75452695,1.84055E-08,0.018405545
High,Esi+,DTXSID1038822,Neopentyl glycol dibenzoate,DTXCID9018822,C19H20O4,312.1361591,CC(C)(COC(=O)C1=CC=CC=C1)COC(=O)C1=CC=CC=C1,11.11,0,,,0.49,13219127,,CC(C)(COC(=O)C1=CC=CC=C1)COC(=O)C1=CC=CC=C1,0.00000049,13219127,2.69778E+13,3.23094403,13.72812948,2.47214E-07,0.247214135
Mid,Esi+,DTXSID1038822,Neopentyl glycol dibenzoate,DTXCID9018822,C19H20O4,312.1361591,CC(C)(COC(=O)C1=CC=CC=C1)COC(=O)C1=CC=CC=C1,11.11,0,,,0.122,6292520,,CC(C)(COC(=O)C1=CC=CC=C1)COC(=O)C1=CC=CC=C1,0.000000122,6292520,5.1578E+13,3.23094403,13.72812948,1.17678E-07,0.117677959
Low,Esi+,DTXSID1038822,Neopentyl glycol dibenzoate,DTXCID9018822,C19H20O4,312.1361591,CC(C)(COC(=O)C1=CC=CC=C1)COC(=O)C1=CC=CC=C1,11.11,0,,,0.024,1226087,,CC(C)(COC(=O)C1=CC=CC=C1)COC(=O)C1=CC=CC=C1,0.000000024,1226087,5.1087E+13,3.23094403,13.72812948,2.29294E-08,0.022929354
High,Esi+,DTXSID2020420,Propyzamide,DTXCID80420,C12H11Cl2NO,255.0217694,CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C,7.62,0,,,0.49,8160198,,CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C,0.00000049,8160198,1.66535E+13,2.380680769,13.39390183,3.29457E-07,0.329457098
Mid,Esi+,DTXSID2020420,Propyzamide,DTXCID80420,C12H11Cl2NO,255.0217694,CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C,7.62,0,,,0.122,4074170,,CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C,0.000000122,4074170,3.33948E+13,2.380680769,13.39390183,1.64489E-07,0.164489174
Low,Esi+,DTXSID2020420,Propyzamide,DTXCID80420,C12H11Cl2NO,255.0217694,CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C,7.62,0,,,0.024,977837,,CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C,0.000000024,977837,4.07432E+13,2.380680769,13.39390183,3.94789E-08,0.039478863
High,Esi+,DTXSID1034844,Procyazine,DTXCID9014844,C10H13ClN6,252.0890221,CC(C)(NC1=NC(Cl)=NC(NC2CC2)=N1)C#N,3.78,0,,,0.4165,8289832,4439607,CC(C)(NC1=NC(Cl)=NC(NC2CC2)=N1)C#N,4.165E-07,8289832,1.99036E+13,3.108868161,13.68014301,1.73142E-07,0.173142116
Mid,Esi+,DTXSID1034844,Procyazine,DTXCID9014844,C10H13ClN6,252.0890221,CC(C)(NC1=NC(Cl)=NC(NC2CC2)=N1)C#N,3.78,0,,,0.1037,3613663,1474988,CC(C)(NC1=NC(Cl)=NC(NC2CC2)=N1)C#N,1.037E-07,3613663,3.48473E+13,3.108868161,13.68014301,7.54753E-08,0.075475264
Low,Esi+,DTXSID1034844,Procyazine,DTXCID9014844,C10H13ClN6,252.0890221,CC(C)(NC1=NC(Cl)=NC(NC2CC2)=N1)C#N,3.78,0,,,0.0204,863407,265340,CC(C)(NC1=NC(Cl)=NC(NC2CC2)=N1)C#N,2.04E-08,863407,4.23239E+13,3.108868161,13.68014301,1.80332E-08,0.01803319
High,Esi+,DTXSID2047278,CP-457677,DTXCID0027278,C22H21FN2O3,380.1536207,CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC=C(F)C=C2)C=C1,7.05,0,,,0.49,9813528,2237346,CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC=C(F)C=C2)C=C1,,9813528,,3.225881732,13.72613955,1.84368E-07,0.18436803
Mid,Esi+,DTXSID2047278,CP-457677,DTXCID0027278,C22H21FN2O3,380.1536207,CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC=C(F)C=C2)C=C1,7.05,0,,,0.122,3274424,17016,CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC=C(F)C=C2)C=C1,,3274424,,3.225881732,13.72613955,6.1517E-08,0.06151703
Low,Esi+,DTXSID2047278,CP-457677,DTXCID0027278,C22H21FN2O3,380.1536207,CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC=C(F)C=C2)C=C1,7.05,0,,,0.024,701884,9949,CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC=C(F)C=C2)C=C1,,701884,,3.225881732,13.72613955,1.31864E-08,0.013186386
High,Esi+,DTXSID7032688,Phenothrin,DTXCID00196513,C23H26O3,350.1881947,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,13.67,1,1,First,0.49,1499000,,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,,1499000,,3.621887017,13.88180418,1.96787E-08,0.019678747
High,Esi+,DTXSID7032688,Phenothrin,DTXCID00196513,C23H26O3,350.1881947,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,13.95,1,2,Second,0.49,12379372,,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,,12379372,,3.621887017,13.88180418,1.62515E-07,0.162515367
High,Esi+,DTXSID7032688,Phenothrin,DTXCID00196513,C23H26O3,350.1881947,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,14.14,1,3,Third,0.49,5962924,,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,,5962924,,3.621887017,13.88180418,7.82808E-08,0.078280771
Mid,Esi+,DTXSID7032688,Phenothrin,DTXCID00196513,C23H26O3,350.1881947,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,13.67,1,1,First,0.122,,,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,,,,3.621887017,13.88180418,,
Mid,Esi+,DTXSID7032688,Phenothrin,DTXCID00196513,C23H26O3,350.1881947,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,13.95,1,2,Second,0.122,4030176,,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,,4030176,,3.621887017,13.88180418,5.29078E-08,0.052907816
Mid,Esi+,DTXSID7032688,Phenothrin,DTXCID00196513,C23H26O3,350.1881947,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,14.14,1,3,Third,0.122,1894649,,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,,1894649,,3.621887017,13.88180418,2.48728E-08,0.024872795
Low,Esi+,DTXSID7032688,Phenothrin,DTXCID00196513,C23H26O3,350.1881947,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,13.67,1,1,First,0.024,,,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,,,,3.621887017,13.88180418,,
Low,Esi+,DTXSID7032688,Phenothrin,DTXCID00196513,C23H26O3,350.1881947,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,13.95,1,2,Second,0.024,774070,,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,,774070,,3.621887017,13.88180418,1.01619E-08,0.010161927
Low,Esi+,DTXSID7032688,Phenothrin,DTXCID00196513,C23H26O3,350.1881947,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,14.14,1,3,Third,0.024,324258,,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,,324258,,3.621887017,13.88180418,4.25683E-09,0.004256832
High,Esi+,DTXSID7037555,tau-Fluvalinate,DTXCID904110,C26H22ClF3N2O3,502.1271048,CC(C)C(NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,14.08,1,1,First,0.4655,1257333,,CC(C)C(NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,,1257333,,3.607532193,13.87616148,1.6722E-08,0.016722024
High,Esi+,DTXSID7037555,tau-Fluvalinate,DTXCID904110,C26H22ClF3N2O3,502.1271048,CC(C)C(NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,14.49,1,2,Second,0.4655,7601936,1516640,CC(C)C(NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,,7601936,,3.607532193,13.87616148,1.01103E-07,0.101102694
